namespace,pod,container,timestamp,cpu-average
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804540000,5.568417493733602e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804600000,0.0004636899123731
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804660000,0.0001458912454788
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804720000,0.0006458210274716
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804780000,0.0001563582302658
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804840000,0.0004619686181717
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804900000,0.0001922269936902
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804960000,0.0004373294959733
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805020000,0.0001688578935039
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805080000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805140000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805200000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805260000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805320000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805380000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805440000,0.0001134938691498
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805500000,0.0002310461999996
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805560000,9.359059015672724e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805620000,0.0004128623642543
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805680000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805740000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805800000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805860000,0.0001493396448807
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805920000,0.000379661338661
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731805980000,0.0001257511635832
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806040000,0.0003796489333627
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806100000,0.000152393348817
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806160000,0.0002631857575439
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806220000,6.981478066098835e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806280000,0.0003148427172308
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806340000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806400000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806460000,0.0
